Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content,strain
qbeb9KSL3Nrrct3ph,B-Witched 4,Flower,2018-04-10,2018-04-10,163.0,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.02,0.02,0.1,0.04,0.0,0.25,0.13,0.0,0.06,0.36,0.0,0.0,,0.41,0.01,25.48,0.01,0.01,0.01,0.01,,,0.63,0.09,0.01,8.15,b-witched-4
qbsYKTSsycYH4zFch,Gorilla Breath 2,Flower,2017-12-18,2017-12-18,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.1,0.09,0.0,0.28,0.9,0.19,0.05,0.05,0.0,0.0,,0.92,0.01,20.23,0.01,0.01,0.01,0.01,,,1.96,0.29,0.01,11.91,gorilla-breath-2
qc9dz67csAwgdWaAC,Goji OG,Flower,2018-01-26,2018-01-26,,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.13,0.0,0.0,0.03,0.06,0.03,0.0,0.16,0.56,0.05,0.04,0.09,0.02,0.0,,0.76,0.01,18.17,0.01,0.01,0.01,0.01,,,0.44,0.17,0.01,15.58,goji-og
qctnq5HWNrEsQrW7G,Triple Berry Goo R1,Flower,2018-03-21,2018-03-21,,0.0,0.04,,,,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.09,0.0,0.02,0.03,0.05,0.03,0.0,0.09,0.46,0.0,0.04,0.11,0.0,0.01,,0.29,0.01,19.48,0.01,0.01,0.32,0.01,,,0.29,0.01,0.04,8.04,triple-berry-goo-r1
qddRpycHjft3ZCgMb,Extreme Cream,Flower,2017-01-27,2017-01-30,50.0,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.02,0.08,0.0,0.19,0.33,0.0,0.17,0.92,0.0,0.0,,28.2,,,0.11,0.11,,0.14,,,,1.22,0.89,16.0,extreme-cream
qer6HuxTYgmJ6u282,Golden Goji Cobra,Flower,2016-11-08,2016-11-11,70.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.15,0.0,0.08,0.69,0.02,0.07,0.03,0.0,0.0,,18.7,,,0.33,0.19,,0.21,,,,1.04,0.39,10.0,golden-goji-cobra
qgGxx4YRH8P5P9A3R,Grand Daddy Purple,Flower,2016-02-29,2016-03-01,190.0,,,0.0,0.01,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.02,0.06,0.44,0.0,0.21,0.84,0.1,0.1,0.09,0.0,0.0,,24.7,,,0.14,0.04,,0.01,,,,0.4,0.22,13.0,grand-daddy-purple
qhe9bsePLHsprjYcy,Tony Clifton #4,Flower,2015-12-10,2015-12-12,,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.06,0.12,0.02,0.0,0.4,0.01,0.0,0.03,0.13,0.0,0.0,,23.3,,,0.06,0.06,,0.03,,,,2.07,0.34,12.0,tony-clifton-4
qhzY6iDZQGwrYydsm,Power Plant,Flower,2018-03-20,2018-03-20,,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.02,0.04,0.09,0.0,0.1,0.57,0.04,0.05,0.04,0.0,0.0,,0.67,0.01,16.41,0.01,0.01,0.01,0.01,,,0.78,0.08,0.01,11.86,power-plant
qme39NceZPRNioCwa,MB X Dub 1,Flower,2016-03-21,2016-03-22,35.0,,,0.0,0.17,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,,25.7,,,0.1,0.03,,0.01,,,,0.53,0.1,12.0,mb-x-dub-1
qn9SenSSjLsjdn2sg,Krazy Glue,Flower,2018-02-24,2018-02-24,,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.03,0.04,0.16,0.05,0.0,0.4,0.23,0.02,0.06,0.31,0.01,0.0,,0.89,0.01,26.07,0.01,0.01,0.33,0.01,,,0.65,0.1,0.01,11.3,krazy-glue
qod3QgQB5btDA7o5F,Lemon Skunk,Flower,2016-12-01,2016-12-02,116.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.02,0.05,0.03,0.0,0.27,0.1,0.26,0.05,0.03,0.0,0.0,,22.8,,,0.0,0.1,,0.0,,,,3.25,0.31,8.0,lemon-skunk
qqstPf3NHq69TpGkt,Gorilla Grape,Flower,2018-01-18,2018-01-18,,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.02,0.11,0.03,0.0,0.31,0.07,0.0,0.04,0.09,0.0,0.0,,0.71,0.01,18.57,0.01,0.01,0.01,0.01,,,0.3,0.13,0.0,8.4,gorilla-grape
qr8deSWR27tat443a,Julius Caesar,Flower,2016-01-16,2016-01-18,247.0,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.08,0.02,0.0,0.24,1.09,0.05,0.06,0.21,0.0,0.0,,19.5,,,0.08,0.02,,0.01,,,,0.32,0.07,11.0,julius-caesar
r3SimokYvoqcAAGfg,Mendo,Flower,2015-09-30,2015-10-01,,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.06,0.05,0.0,0.12,0.03,0.0,0.06,0.31,0.0,0.0,,12.9,,,0.16,0.05,,0.01,,,,0.3,0.13,14.0,mendo
r4CBT7hZtZvt2x4q7,In the Pines,Flower,2016-06-29,2016-07-01,48.0,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.15,0.2,0.0,0.28,0.33,1.0,0.08,0.2,0.0,0.0,,13.8,,,0.05,0.12,,0.18,,,,0.77,0.17,14.0,in-the-pines
r5po5CnM9SuwbreBL,Blue Sun #3,Flower,2017-03-03,2017-03-07,50.0,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.04,0.0,0.06,0.0,0.15,0.27,0.0,0.12,0.62,0.0,0.0,,18.1,,,0.26,0.09,,0.16,,,,0.68,0.17,12.0,blue-sun-3
r7DQJNgaxsKkWiZFy,Cannatonic # 4,Flower,2018-04-05,2018-04-05,191.0,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.07,0.03,0.11,0.0,0.08,0.77,0.0,0.06,0.08,0.0,0.0,,0.01,0.01,0.7,0.01,0.01,16.84,0.68,,,0.01,0.07,0.01,8.04,cannatonic-4
r7DQJNgaxsKkWiZFy,Cannatonic # 4,Flower,2018-04-05,2018-04-05,191.0,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.07,0.03,0.11,0.0,0.08,0.77,0.0,0.06,0.08,0.0,0.0,,0.01,0.01,0.7,0.01,0.01,16.84,0.68,,,0.01,0.07,0.01,8.04,cannatonic-4
r7aSCNnpKS3qxfyrB,WiFi AK x OG Chem,Flower,2017-04-22,2017-04-25,50.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.03,0.03,0.01,0.0,0.22,0.21,0.0,0.03,0.19,0.0,0.0,,20.9,,,0.12,0.12,,0.22,,,,0.82,0.2,9.0,wifi-ak-x-og-chem
rBAANQGP29s3GiRpu,WiFi,Flower,2016-02-04,2016-02-05,95.0,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.19,0.11,0.0,0.06,0.18,0.0,0.0,,20.4,,,0.05,0.06,,0.01,,,,0.55,0.04,13.0,wifi
rBzpSPvRrv2m2Xb4Z,Kosher Kush x Tangie,Flower,2016-02-22,2016-02-23,248.0,,,0.0,0.07,,0.0,0.01,0.0,0.0,0.0,0.07,0.0,0.08,0.0,0.0,0.06,0.1,0.38,0.0,0.29,1.34,0.0,0.18,0.26,0.0,0.0,,11.1,,,0.02,0.01,,0.0,,,,0.14,0.04,17.0,kosher-kush-x-tangie
rDsYPxNEYwALgDPpp,Girl Scout Cookies,Flower,2017-06-16,2017-06-16,48.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.0,0.64,0.16,0.0,0.01,0.16,0.0,0.0,,0.56,0.01,25.01,0.01,0.01,0.17,0.01,,,1.37,0.14,0.04,,girl-scout-cookies
rDxuhNo9kgboYFGRM,24K Gold,Flower,2017-04-05,2017-04-06,21.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.24,0.0,0.04,0.63,0.0,0.11,0.11,0.0,0.0,,16.5,,,0.11,0.16,,0.16,,,,0.77,0.18,11.0,24k-gold
rH6sQKd9tkYkmGajj,Coastal Collision,Flower,2015-08-17,2015-08-21,154.0,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.55,0.0,0.13,0.71,0.0,0.23,0.24,0.0,0.0,,27.2,,,0.0,0.0,,0.0,,,,0.0,0.0,13.0,coastal-collision
rKoSYsPgE4MpN7SBv,Girl Scout Cookies,Flower,2016-07-25,2016-07-26,97.0,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.38,0.03,0.0,0.75,0.09,0.0,0.04,0.23,0.0,0.0,,21.3,,,0.06,0.1,,0.19,,,,1.08,0.71,15.0,girl-scout-cookies
rM37KCtibggBjMXgs,Gorilla Glue,Flower,2017-02-23,2017-02-23,249.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.03,0.2,0.03,0.0,0.64,0.35,0.0,0.06,0.39,0.0,0.0,,22.1,,,0.13,0.07,,0.13,,,,0.51,0.22,13.0,gorilla-glue
rMdJ7CvPsWzMcHT6m,Micky Kush,Flower,2015-07-29,2015-07-30,48.0,,,0.0,0.03,,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.0,0.21,0.1,0.12,0.06,0.0,0.33,0.2,0.1,0.08,0.19,0.0,0.0,,19.3,,,0.03,0.07,,0.03,,,,0.41,0.05,14.0,micky-kush
rW6bHqzQHnYydxmn8,Pennywise 1,Flower,2015-06-11,2015-06-12,66.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.01,0.02,0.0,0.1,0.0,0.05,0.23,0.03,0.05,0.05,0.0,0.0,,7.2,,,0.03,0.03,,6.6,,,,0.38,0.13,14.0,pennywise-1
reFmDQYNxSWyr6LYk,Astro Chimp #4,Flower,2017-08-02,2017-08-02,12.0,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.03,0.0,0.12,0.0,0.08,1.05,0.01,0.07,0.13,0.0,0.0,,2.24,0.01,16.17,0.01,0.01,0.01,0.01,,,0.7,0.01,0.02,10.71,astro-chimp-4
rf8ZrF95hyE5ftNoY,MLG-50 Group - The Purps - 4 weeks old,Flower,2016-03-11,2016-03-11,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.0,,2.4,,,0.03,0.0,,0.0,,,,0.67,0.26,74.0,mlg-50-group-the-purps-4-weeks-old
rf8avnsmug5SZGEup,HB #2,Flower,2016-07-06,2016-07-08,37.0,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.03,0.09,0.07,0.0,0.25,0.17,0.0,0.08,0.31,0.0,0.0,,17.8,,,0.11,0.11,,0.16,,,,0.39,0.2,13.0,hb-2
ri8HWyoYv3mfzmsgA,Dragon Kush,Flower,2016-02-26,2016-03-01,16.0,,,0.0,0.0,,0.0,0.01,0.02,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.02,0.01,0.56,0.0,0.02,0.02,0.13,0.25,0.19,0.0,0.0,,12.9,,,0.02,0.02,,0.01,,,,0.8,0.18,13.0,dragon-kush
rkB8CsERxwHfaTxtk,Organic Cannatonic #4,Flower,2017-01-09,2017-01-12,140.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.0,0.09,0.0,0.05,1.14,0.0,0.04,0.11,0.0,0.0,,0.8,,,0.0,0.0,,12.89,,,,0.62,0.62,12.0,organic-cannatonic-4
rmWxZATCxZaBWdBpS,Purple Shurb #1,Flower,2017-02-27,2017-03-01,42.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.04,0.2,0.0,0.16,0.77,0.06,0.05,0.01,0.0,0.0,,21.3,,,0.18,0.16,,0.13,,,,1.24,0.25,11.0,purple-shurb-1
rr4spHtkz8NdnsWXn,Jedi Kush,Flower,2016-11-18,2016-11-22,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.07,0.06,0.0,0.0,0.27,0.84,0.07,0.0,0.12,0.0,0.0,,18.7,,,0.06,0.13,,0.16,,,,1.12,0.28,11.0,jedi-kush
rtTucDfHZYaYkGNog,Cherry Pie,Flower,2017-11-11,2017-11-11,109.0,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.04,0.14,0.24,0.0,0.45,1.51,0.45,0.07,0.06,0.0,0.0,,1.48,0.01,15.95,0.01,0.01,0.01,0.01,,,0.68,0.05,0.11,14.05,cherry-pie
ruWRnWmD8e4Bs8JbW,Control Group (The Purps),Flower,2016-04-11,2016-04-12,158.0,,,0.0,0.17,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,,11.0,,,0.18,0.18,,0.37,,,,2.11,0.33,80.0,control-group
ruwq6jHP63GJm2gWo,Therapy,Flower,2018-05-25,2018-05-25,250.0,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.03,0.0,0.0,0.0,0.03,0.19,0.0,0.07,0.72,0.0,0.07,0.04,0.0,0.0,,0.01,0.01,0.41,0.01,0.01,11.14,0.15,,,0.01,0.01,0.01,9.44,therapy
rvA2Rx6DTR6aeDTNt,Money Maker - Batch Test - 4,Flower,2016-02-09,2016-02-11,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.06,0.06,0.0,0.12,0.24,0.0,0.04,0.04,0.0,0.0,,9.2,,,0.02,0.02,,0.0,,,,0.02,0.02,10.0,money-maker-batch-test-4
rwEh4z4xLntmhTnLc,Girl Scout Cookies,Flower,2018-04-17,2018-04-17,,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.02,0.03,0.4,0.05,0.0,0.91,0.21,0.0,0.07,0.36,0.01,0.0,,0.42,0.01,26.38,0.01,0.01,0.01,0.01,,,1.65,0.1,0.02,11.06,girl-scout-cookies
rwEh4z4xLntmhTnLc,Girl Scout Cookies,Flower,2018-04-17,2018-04-17,,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.02,0.03,0.4,0.05,0.0,0.91,0.21,0.0,0.07,0.36,0.01,0.0,,0.42,0.01,26.38,0.01,0.01,0.01,0.01,,,1.65,0.1,0.02,11.06,girl-scout-cookies
rwEh4z4xLntmhTnLc,Girl Scout Cookies,Flower,2018-04-17,2018-04-17,,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.02,0.03,0.4,0.05,0.0,0.91,0.21,0.0,0.07,0.36,0.01,0.0,,0.42,0.01,26.38,0.01,0.01,0.01,0.01,,,1.65,0.1,0.02,11.06,girl-scout-cookies
s6uPwG9d7MDHhXaxf,Astro Chimp - AS,Flower,2018-03-22,2018-03-22,12.0,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.03,0.11,0.24,0.0,0.29,0.59,0.0,0.13,0.1,0.0,0.0,,0.87,0.01,27.43,0.01,0.01,0.33,0.01,,,0.94,0.11,0.01,8.39,astro-chimp-as
s7zyyPTmcCvRXHwkp,Chem Dog,Flower,2018-05-07,2018-05-07,12.0,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.08,0.13,0.05,0.0,0.29,0.16,0.0,0.08,0.35,0.0,0.0,,0.99,0.01,24.86,0.01,0.01,0.01,0.01,,,0.41,0.01,0.01,10.35,chem-dog
sADHsjtgamxieoebQ,Locomotion,Flower,2016-10-24,2016-10-25,251.0,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.2,0.0,0.07,0.01,0.03,0.1,0.16,0.0,0.0,,17.8,,,0.19,0.12,,0.14,,,,0.57,0.26,9.0,locomotion
sCvnNPQHgHoSyDos3,Death Star,Flower,2015-12-30,2015-12-31,,,,0.0,0.05,,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.19,0.0,0.01,0.0,0.18,0.05,0.0,0.37,1.43,0.0,0.09,0.59,0.0,0.0,,12.8,,,0.03,0.02,,0.0,,,,0.2,0.16,12.0,death-star
sEPD2qsf4R6b6LSBG,Gorilla Glue #4,Flower,2018-04-17,2018-04-17,,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.02,0.03,0.16,0.05,0.0,0.43,0.26,0.0,0.07,0.36,0.0,0.0,,0.17,0.01,20.71,0.01,0.01,0.01,0.01,,,0.29,0.01,0.07,10.49,gorilla-glue-4
sEPD2qsf4R6b6LSBG,Gorilla Glue #4,Flower,2018-04-17,2018-04-17,,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.02,0.03,0.16,0.05,0.0,0.43,0.26,0.0,0.07,0.36,0.0,0.0,,0.17,0.01,20.71,0.01,0.01,0.01,0.01,,,0.29,0.01,0.07,10.49,gorilla-glue-4
sEPD2qsf4R6b6LSBG,Gorilla Glue #4,Flower,2018-04-17,2018-04-17,,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.02,0.03,0.16,0.05,0.0,0.43,0.26,0.0,0.07,0.36,0.0,0.0,,0.17,0.01,20.71,0.01,0.01,0.01,0.01,,,0.29,0.01,0.07,10.49,gorilla-glue-4
sEoDrXkGzW9wGs3ta,BB3 x White #6,Flower,2016-07-06,2016-07-08,37.0,,,0.0,0.04,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.03,0.12,0.07,0.0,0.37,0.2,0.0,0.12,0.5,0.0,0.0,,17.3,,,0.08,0.1,,0.17,,,,0.5,0.2,12.0,bb3-x-white-6
sEuNZA6AcMSRYGJzd,#10,Flower,2017-03-31,2017-04-04,50.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.17,0.0,0.1,0.1,0.0,0.1,0.25,0.0,0.0,,20.1,,,0.09,0.08,,0.15,,,,0.95,0.26,,10
sKSZZEfjTe9tZRW8Y,White Fire,Flower,2017-02-09,2017-02-11,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.05,0.04,0.0,0.26,0.37,0.0,0.05,0.36,0.0,0.0,,13.9,,,0.09,0.08,,0.11,,,,0.62,0.14,11.0,white-fire
sKYJ9W4Q3Zm54Epj4,GG4,Flower,2018-04-04,2018-04-04,191.0,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.07,0.36,0.06,0.0,0.91,0.48,0.0,0.1,0.54,0.01,0.0,,0.94,0.01,24.19,0.01,0.01,0.01,0.01,,,0.42,0.01,0.01,10.97,gg4
sKYJ9W4Q3Zm54Epj4,GG4,Flower,2018-04-04,2018-04-04,191.0,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.07,0.36,0.06,0.0,0.91,0.48,0.0,0.1,0.54,0.01,0.0,,0.94,0.01,24.19,0.01,0.01,0.01,0.01,,,0.42,0.01,0.01,10.97,gg4
sM595XPdQdg6EhPtw,Prezidential Kush,Flower,2017-01-31,2017-02-01,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.02,0.04,0.05,0.0,0.21,0.53,0.0,0.08,0.5,0.0,0.0,,17.9,,,0.59,0.0,,0.11,,,,0.66,0.14,13.0,prezidential-kush
sQLgGmWpG4eBQrjep,Pink Candy 12,Flower,2018-06-29,2018-06-29,161.0,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.03,0.21,0.0,0.08,0.52,0.07,0.05,0.05,0.0,0.0,,1.14,0.01,25.91,0.01,0.01,0.37,0.01,,,0.94,0.01,0.01,11.08,pink-candy-12
sYL8jcY9WxhZcrTF2,In The Pines (CBD),Flower,2016-10-03,2016-10-04,48.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.1,0.06,0.0,0.23,0.78,0.42,0.02,0.04,0.0,0.0,,4.9,,,0.0,0.0,,9.11,,,,0.52,0.41,11.0,in-the-pines
sZGZ6NanXJfR8WLET,Express Train,Flower,2017-06-16,2017-06-16,48.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.38,0.44,0.0,0.01,0.13,0.0,0.0,,0.59,0.01,21.94,0.01,0.01,0.01,0.01,,,1.18,0.18,0.01,,express-train
sbvznMcxXKTmFbPH2,Death Star,Flower,,,37.0,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.0,0.46,0.16,0.0,0.09,0.94,0.0,0.0,,,,,,,,,,,,,,,death-star
scW6nGkv3TgW4FGge,Organic Kosher Kush,Flower,2018-03-22,2018-03-22,12.0,0.0,0.0,,,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.03,0.03,0.12,0.09,0.0,0.32,0.66,0.0,0.14,0.72,0.02,0.0,,0.51,0.01,32.23,0.01,0.01,0.33,0.01,,,1.43,0.15,0.02,7.97,organic-kosher-kush
sdDrxDcPkWZg8mqB8,Triangle,Flower,2017-10-26,2017-10-26,,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.04,0.11,0.04,0.0,0.41,0.77,0.0,0.08,0.31,0.0,0.0,,0.5,0.01,22.19,0.01,0.01,0.01,0.01,,,1.12,0.14,0.09,10.93,triangle
seoY6CeYLdoJt4d3X,Cherry Cookies,Flower,2018-03-13,2018-03-13,12.0,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.0,0.03,0.14,0.0,0.04,0.58,0.0,0.09,0.14,0.01,0.0,,0.75,0.01,19.29,0.01,0.01,0.01,0.01,,,0.66,0.08,0.01,9.69,cherry-cookies
sfbiZt3qXitfT3ujx,Scott's OG,Flower,2016-07-19,2016-07-20,14.0,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.01,0.02,0.1,0.06,0.0,0.31,0.56,0.0,0.12,0.53,0.0,0.0,,23.7,,,0.14,0.13,,0.17,,,,0.68,0.25,13.0,scotts-og
siD2BnrdTM8vKjTK8,#6 BOGC,Flower,2017-03-03,2017-03-07,125.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.03,0.09,0.0,0.0,0.35,0.46,0.0,0.01,0.11,0.0,0.0,,13.8,,,0.06,0.18,,0.21,,,,1.46,0.24,12.0,6-bogc
siHMEnyGKPYymhHf5,Jaggel Kush,Flower,2018-03-20,2018-03-20,,0.0,0.0,,,,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.34,0.0,0.09,0.04,0.03,0.16,0.15,0.2,0.05,0.06,0.02,0.01,,1.14,0.01,17.64,0.01,0.01,0.01,0.01,,,1.09,0.15,0.01,11.23,jaggel-kush
smvD3c3C59PhFM4jb,Gorilla Glue #4,Flower,2017-09-28,2017-09-28,149.0,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.02,0.05,0.16,0.04,0.0,0.58,0.51,0.0,0.06,0.44,0.0,0.0,,0.41,0.01,25.31,0.01,0.01,0.42,0.01,,,0.79,0.1,0.12,10.94,gorilla-glue-4
sooGPZMKawYKy5xLP,Tangerine Haze,Flower,2016-01-25,2016-01-27,18.0,,,0.0,0.0,,0.0,0.02,0.02,0.0,0.0,0.03,0.0,0.1,0.0,0.0,0.04,0.04,0.11,0.0,0.15,0.1,0.02,0.09,0.39,0.0,0.0,,20.1,,,0.01,0.02,,0.01,,,,0.33,0.02,19.0,tangerine-haze
sqesp9mwXhMQNyeJq,Immaculate OG #2,Flower,2016-02-24,2016-02-25,169.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.15,0.01,0.0,0.31,0.36,0.03,0.0,0.06,0.0,0.0,,16.7,,,0.01,0.06,,0.01,,,,0.74,0.05,11.0,immaculate-og-2
sqoeKPgTTzXBgRzNY,Space Monkey,Flower,2018-01-18,2018-01-18,,0.0,0.0,,,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.03,0.03,0.16,0.08,0.0,0.35,0.33,0.02,0.12,0.73,0.0,0.0,,0.53,0.01,26.08,0.01,0.01,0.01,0.01,,,1.62,0.1,0.04,8.65,space-monkey
ssfaF9BRet9gAdDuw,Blawson Medic,Flower,2018-01-26,2018-01-26,252.0,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.04,0.0,0.07,0.0,0.0,0.03,0.03,0.16,0.0,0.03,0.5,0.03,0.08,0.08,0.0,0.0,,0.38,0.01,3.16,0.01,0.01,5.47,0.59,,,0.01,0.01,0.01,10.85,blawson-medic
su7u54a94KDhFBE8x,Chocolope,Flower,2016-02-22,2016-02-23,,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.01,0.04,0.11,0.0,0.16,0.12,0.14,0.11,0.78,0.0,0.0,,23.3,,,0.06,0.02,,0.01,,,,1.03,0.05,11.0,chocolope
