Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content,strain
,HT1,"Sativa, Flower, Inhalable",2016-11-21,,378,,,,,,0.0,0.01,0.009000000000000001,0.0,0.0,0.034,0.0,0.03,0.0,0.011000000000000001,0.0,0.033,0.26,0.0,0.079,0.598,,0.109,0.091,0.0,0.0,,0.01,0.0,0.46,0.01,0.0,10.67,0.1,0.0,0.1,0.49,0.04,0.0,,ht1
,Purple Haze,"Sativa, Flower, Inhalable",2016-11-21,,378,,,,,,0.0,0.011000000000000001,0.01,0.0,0.0,0.044000000000000004,0.0,0.052000000000000005,0.0,0.011000000000000001,0.0,0.11900000000000001,0.022000000000000002,0.0,0.306,0.24,,0.036000000000000004,0.20600000000000002,0.0,0.0,,0.11,0.0,10.49,0.01,0.0,0.04,0.0,0.0,0.0,0.15,0.01,0.02,,purple-haze
,AC/DC,"Sativa, Flower, Inhalable",2016-11-21,,378,,,,,,0.0,0.013000000000000001,0.012,0.0,0.0,0.12300000000000001,0.0,0.051,0.0,0.01,0.069,0.071,0.433,0.0,0.21899999999999997,2.454,,0.2,0.18899999999999997,0.0,0.0,,0.06,0.0,0.7,0.05,0.0,18.36,0.37,0.0,0.04,0.57,0.08,0.05,,acdc
,Green Haze,"Sativa, Flower, Inhalable",2016-11-21,,378,,,,,,0.0,0.01,0.012,0.0,0.0,0.0,0.0,0.11199999999999999,0.0,0.01,0.0,0.115,0.023,0.0,0.242,0.445,,0.04,0.191,0.0,0.0,,0.19,0.0,17.79,0.02,0.0,0.17,0.0,0.0,0.0,0.7,0.07,0.07,,green-haze
,Northern Lights,"Indica, Flower, Inhalable",2016-11-21,,378,,,,,,0.0,0.025,0.01,0.0,0.0,0.0,0.0,0.057999999999999996,0.0,0.016,0.0,0.073,0.08,0.0,0.174,0.16699999999999998,,0.136,0.975,0.008,0.0,,0.33,0.0,25.27,0.02,0.0,0.09,0.0,0.0,0.0,1.19,0.17,0.02,,northern-lights
,Silver Bubble,"Hybrid, Flower, Inhalable",2016-11-21,,378,,,,,,0.0,0.021,0.009000000000000001,0.0,0.0,0.0,0.0,0.044000000000000004,0.0,0.016,0.0,0.076,0.065,0.0,0.184,0.166,,0.11,0.7879999999999999,0.008,0.0,,0.32,0.0,24.8,0.03,0.0,0.09,0.0,0.0,0.0,1.12,0.15,0.02,,silver-bubble
,Super Silver Haze,"Sativa, Flower, Inhalable",2016-11-21,,378,,,,,,0.0,0.011000000000000001,0.01,0.0,0.0,0.0,0.0,0.14400000000000002,0.0,0.011000000000000001,0.006999999999999999,0.095,0.03,0.0,0.293,0.93,,0.053,0.276,0.0,0.0,,0.35,0.0,20.52,0.02,0.0,0.09,0.0,0.0,0.0,1.18,0.14,0.02,,super-silver-haze
,Green Crack.,"Sativa, Flower, Inhalable",2016-11-21,,378,,,,,,0.0,0.018000000000000002,0.01,0.0,0.0,0.0,0.0,0.034,0.0,0.013000000000000001,0.0,0.086,0.051,0.0,0.20800000000000002,0.138,,0.084,0.584,0.0,0.0,,0.21,0.01,21.38,0.01,0.0,0.08,0.0,0.0,0.0,0.82,0.09,0.03,,green-crack
,RG1,"Sativa, Flower, Inhalable",2016-11-21,,378,,,,,,0.0,0.0,0.012,0.0,0.0,0.06,0.0,0.026000000000000002,0.0,0.0,0.0,0.07200000000000001,0.20800000000000002,0.0,0.138,0.8390000000000001,,0.092,0.057999999999999996,0.0,0.0,,0.0,0.0,0.52,0.01,0.0,12.58,0.13,0.0,0.39,0.28,0.05,0.05,,rg1
,Green Goblin,"Sativa, Flower, Inhalable",2016-11-21,,378,,,,,,0.0,0.012,0.013000000000000001,0.0,0.0,0.0,0.0,0.047,0.0,0.01,0.0,0.059000000000000004,0.309,0.0,0.131,1.2770000000000001,,0.153,0.149,0.0,0.0,,0.43,0.0,15.47,0.02,0.0,0.05,0.0,0.0,0.0,0.73,0.04,0.0,,green-goblin
,CRAFT Black Cherry Funk,"Flower, Inhalable",2016-11-21,,447,,,,,,0.0,0.009000000000000001,0.011000000000000001,0.0,0.002,0.004,0.0,0.15,0.0,0.005,0.043,0.064,0.031,0.0,0.205,0.47700000000000004,,0.055999999999999994,0.25,0.0,0.0,,0.74,0.01,20.19,0.02,0.0,0.07,0.0,0.0,0.0,0.16,0.12,0.02,,craft-black-cherry-funk
,Platinum OG,"Flower, Inhalable",2016-11-21,,268,,,,,,0.0,0.015,0.006999999999999999,0.0,0.006,0.003,0.0,0.132,0.0,0.012,0.034,0.095,0.063,0.0,0.284,0.71,,0.12,0.484,0.0,0.0,,0.52,0.01,20.79,0.01,0.0,0.06,0.0,0.0,0.0,0.34,0.1,0.0,,platinum-og
,Critical Cure (2016),"Flower, Inhalable",2016-11-21,,448,,,,,,0.0,0.0,0.012,0.0,0.0,0.063,0.0,0.066,0.0,0.027000000000000003,0.115,0.076,0.016,0.0,0.203,0.275,,0.04,0.136,0.0,0.0,,0.39,0.0,7.61,0.06,0.0,12.64,0.16,0.0,0.07,1.23,0.08,0.0,,critical-cure
,Cracker Jack (Crack),"Flower, Inhalable",2016-11-21,,429,,,,,,0.05,0.0,0.01,0.011000000000000001,0.0,0.0,0.0,0.0,0.146,0.745,0.0,0.11900000000000001,0.065,0.046,0.284,0.109,,0.085,0.094,0.0,0.0,,1.09,0.0,21.74,0.01,0.0,0.08,0.0,0.0,0.0,1.05,0.16,0.0,,cracker-jack
,Kosher Kush (KK),"Flower, Inhalable",2016-11-21,,429,,,,,,0.0,0.019,0.008,0.0,0.04,0.0,0.0,0.24100000000000002,0.0,0.033,0.012,0.09,0.062,0.0,0.22399999999999998,0.267,,0.099,0.42,0.0,0.0,,3.28,0.02,24.09,0.04,0.0,0.07,0.0,0.0,0.0,0.75,0.11,0.04,,kosher-kush
,PBJ,"Flower, Inhalable",2016-11-21,,429,,,,,,0.0,0.004,0.01,0.0,0.0,0.067,0.0,0.037000000000000005,0.0,0.038,0.0,0.061,0.092,0.0,0.091,0.217,,0.051,0.043,0.0,0.0,,0.15,0.0,0.45,0.02,0.0,11.26,1.16,0.04,0.39,0.18,0.07,0.09,,pbj
,Wifi,"Flower, Inhalable",2016-11-21,,429,,,,,,0.0,0.017,0.009000000000000001,0.0,0.032,0.0,0.0,0.09699999999999999,0.0,0.03,0.0,0.059000000000000004,0.057,0.0,0.13,0.109,,0.08900000000000001,0.276,0.0,0.0,,0.63,0.0,21.26,0.01,0.0,0.08,0.0,0.0,0.0,0.9,0.09,0.0,,wifi
,Bluer Dream,"Flower, Inhalable",2016-11-21,,429,,,,,,0.0,0.013000000000000001,0.006999999999999999,0.0,0.0,0.0,0.0,0.055,0.0,0.006999999999999999,0.028999999999999998,0.067,0.66,0.0,0.191,0.67,,0.237,0.08800000000000001,0.0,0.0,,0.58,0.0,18.96,0.01,0.0,0.07,0.0,0.0,0.0,0.2,0.03,0.01,,bluer-dream
,Magic Wand,"Flower, Inhalable",2016-11-22,,449,,,,,,0.0,0.005,0.006999999999999999,0.0,0.0,0.12300000000000001,0.0,0.08199999999999999,0.113,0.017,0.059000000000000004,0.053,0.015,0.0,0.193,0.7170000000000001,,0.022000000000000002,0.106,0.0,0.0,,0.66,0.03,26.6,0.05,0.0,0.11,0.0,0.01,0.0,0.9,0.1,0.05,,magic-wand
,Super Fruit,"Flower, Inhalable",2016-11-22,,449,,,,,,0.0,0.0,0.01,0.0,0.0,0.07,0.0,0.07400000000000001,0.354,0.008,0.033,0.054000000000000006,0.11800000000000001,0.0,0.138,1.6280000000000001,,0.05,0.071,0.0,0.0,,1.7,0.01,19.42,0.03,0.0,0.1,0.0,0.0,0.0,2.21,0.11,0.04,,super-fruit
,Lime Juice,"Flower, Inhalable",2016-11-22,,449,,,,,,0.036000000000000004,0.009000000000000001,0.008,0.011000000000000001,0.0,0.075,0.0,0.028999999999999998,0.049,0.8809999999999999,0.006,0.047,0.11699999999999999,0.027000000000000003,0.172,0.397,,0.132,0.322,0.013999999999999999,0.0,,1.14,0.02,20.0,0.04,0.0,0.08,0.0,0.0,0.0,0.64,0.09,0.03,,lime-juice
,Jack Herer,"Flower, Inhalable",2016-11-22,,226,,,,,,0.046,0.0,0.017,0.012,0.0,0.0,0.0,0.039,0.065,0.39799999999999996,0.0,0.106,0.055999999999999994,0.044000000000000004,0.23399999999999999,0.07400000000000001,,0.073,0.07400000000000001,0.038,0.028999999999999998,,2.64,0.0,17.58,0.02,0.02,0.07,0.0,0.0,0.0,0.91,0.19,0.03,,jack-herer
,Scott's OG,"Flower, Inhalable",2016-11-22,,226,,,,,,0.0,0.018000000000000002,0.013000000000000001,0.0,0.04,0.0,0.0,0.168,0.0,0.040999999999999995,0.008,0.087,0.052000000000000005,0.0,0.209,0.318,,0.086,0.27699999999999997,0.0,0.0,,1.19,0.0,16.05,0.02,0.0,0.06,0.0,0.0,0.0,0.31,0.13,0.0,,scotts-og
,Pac Man,"Flower, Inhalable",2016-11-22,,450,,,,,,0.179,0.001,0.004,0.0,0.0,0.002,0.0,0.024,0.484,0.003,0.038,0.024,0.086,0.001,0.07400000000000001,0.048,,0.03,0.057,0.002,0.0,,1.45,0.02,10.65,0.01,0.0,0.04,0.0,0.0,0.0,0.01,0.1,0.07,,pac-man
,Pac Man 2,"Flower, Inhalable",2016-11-22,,450,,,,,,0.0,0.003,0.016,0.0,0.0,0.004,0.0,0.095,0.006999999999999999,0.003,0.033,0.09300000000000001,0.073,0.0,0.297,0.369,,0.065,0.22,0.0,0.0,,0.69,0.03,23.0,0.01,0.0,0.07,0.0,0.0,0.04,0.06,0.03,0.0,,pac-man-2
,Blue Dream (South Lake Farms),"Flower, Inhalable",2016-11-22,,451,,,,,,0.0,0.013000000000000001,0.01,0.0,0.0,0.004,0.0,0.040999999999999995,0.0,0.002,0.046,0.1,1.207,0.0,0.258,0.97,,0.498,0.10099999999999999,0.0,0.0,,0.69,0.0,18.5,0.02,0.0,0.08,0.0,0.0,0.0,0.17,0.04,0.02,,blue-dream
,Yeti OG (South Lake Farms),"Flower, Inhalable",2016-11-22,,451,,,,,,0.0,0.004,0.009000000000000001,0.002,0.0,0.0,0.0,0.012,0.0,0.003,0.036000000000000004,0.076,0.017,0.0,0.245,0.2,,0.032,0.19699999999999998,0.0,0.0,,0.59,0.01,17.09,0.02,0.0,0.06,0.0,0.0,0.0,0.49,0.1,0.0,,yeti-og
,Cherry OG (South Lake Farms),"Flower, Inhalable",2016-11-22,,451,,,,,,0.0,0.008,0.022000000000000002,0.0,0.0,0.0,0.0,0.035,0.068,0.004,0.07400000000000001,0.121,0.638,0.0,0.373,0.518,,0.156,0.111,0.001,0.0,,1.74,0.02,23.61,0.02,0.0,0.06,0.0,0.0,0.0,0.36,0.1,0.05,,cherry-og
,Medusa (South Lake Farms),"Flower, Inhalable",2016-11-22,,451,,,,,,0.0,0.004,0.009000000000000001,0.001,0.0,0.001,0.0,0.051,0.09300000000000001,0.002,0.015,0.08199999999999999,0.142,0.0,0.158,0.7809999999999999,,0.036000000000000004,0.045,0.0,0.0,,1.22,0.02,14.55,0.01,0.0,0.06,0.0,0.0,0.0,0.59,0.06,0.06,,medusa
,G13 x Headband (South Lake Farms),"Flower, Inhalable",2016-11-22,,451,,,,,,0.0,0.006999999999999999,0.006,0.001,0.0,0.0,0.0,0.016,0.08,0.006,0.043,0.052000000000000005,0.757,0.0,0.155,0.322,,0.165,0.07200000000000001,0.0,0.0,,0.96,0.02,20.84,0.01,0.0,0.05,0.0,0.0,0.0,0.7,0.04,0.04,,g13-x-headband
,Super Lemon Haze (South Lake Farms),"Flower, Inhalable",2016-11-22,,451,,,,,,0.003,0.003,0.013999999999999999,0.008,0.002,0.08800000000000001,0.0,0.036000000000000004,0.032,0.10099999999999999,0.053,0.171,0.015,0.003,0.539,0.237,,0.025,0.136,0.001,0.001,,0.52,0.01,18.34,0.03,0.0,0.09,0.0,0.0,0.0,0.66,0.09,0.05,,super-lemon-haze
,Cheese Quake (South Lake Farms),"Flower, Inhalable",2016-11-22,,451,,,,,,0.013999999999999999,0.002,0.008,0.003,0.001,0.05,0.006999999999999999,0.06,0.028999999999999998,0.442,0.013000000000000001,0.066,0.076,0.009000000000000001,0.2,0.401,,0.068,0.09699999999999999,0.006999999999999999,0.001,,0.68,0.02,17.48,0.02,0.0,0.05,0.0,0.0,0.0,0.24,0.04,0.02,,cheese-quake
,Ghost Train Haze x Tangie (South Lake Farms),"Flower, Inhalable",2016-11-22,,451,,,,,,0.009000000000000001,0.002,0.003,0.003,0.0,0.003,0.006,0.015,0.134,0.271,0.012,0.018000000000000002,0.141,0.008,0.055,0.47700000000000004,,0.081,0.071,0.005,0.001,,1.35,0.01,14.7,0.01,0.0,0.09,0.0,0.0,0.0,2.69,0.12,0.03,,ghost-train-haze-x-tangie
,Sour Diesel #2 (South Lake Farms),"Flower, Inhalable",2016-11-22,,451,,,,,,0.0,0.003,0.005,0.003,0.0,0.003,0.0,0.001,0.002,0.004,0.013999999999999999,0.07200000000000001,0.19699999999999998,0.0,0.226,0.91,,0.094,0.128,0.0,0.0,,1.14,0.01,12.3,0.01,0.03,0.06,0.0,0.0,0.0,0.06,0.03,0.03,,sour-diesel-2
,Platinum Cookies (South Lake Farms),"Flower, Inhalable",2016-11-22,,451,,,,,,0.0,0.006,0.021,0.0,0.001,0.002,0.0,0.095,0.0,0.005,0.08800000000000001,0.281,0.022000000000000002,0.0,0.684,0.244,,0.04,0.275,0.0,0.0,,0.58,0.02,21.86,0.01,0.0,0.07,0.0,0.0,0.03,2.13,0.07,0.06,,platinum-cookies
,Head Dream (South Lake Farms),"Flower, Inhalable",2016-11-22,,451,,,,,,0.0,0.003,0.006,0.002,0.002,0.002,0.003,0.027999999999999997,0.026000000000000002,0.002,0.08900000000000001,0.08199999999999999,0.39,0.0,0.161,0.8740000000000001,,0.147,0.049,0.0,0.0,,0.65,0.01,16.08,0.03,0.0,0.07,0.0,0.0,0.0,0.14,0.03,0.0,,head-dream
,Chem Dawg (South Lake Farms),"Flower, Inhalable",2016-11-22,,451,,,,,,0.0,0.006,0.005,0.0,0.002,0.0,0.002,0.059000000000000004,0.0,0.004,0.01,0.07400000000000001,0.023,0.0,0.22899999999999998,0.785,,0.046,0.21100000000000002,0.0,0.0,,0.85,0.0,25.98,0.02,0.0,0.09,0.0,0.0,0.0,0.38,0.14,0.0,,chem-dawg
,Chocolope (South Lake Farms),"Flower, Inhalable",2016-11-22,,451,,,,,,0.004,0.002,0.008,0.0,0.0,0.0,0.002,0.035,0.099,0.129,0.006,0.10400000000000001,0.244,0.003,0.27699999999999997,0.973,,0.071,0.08199999999999999,0.001,0.0,,1.16,0.0,23.06,0.02,0.0,0.07,0.0,0.0,0.0,0.33,0.08,0.01,,chocolope
,Strawberry OG (South Lake Farms),"Flower, Inhalable",2016-11-22,,451,,,,,,0.0,0.002,0.006,0.0,0.0,0.0,0.002,0.011000000000000001,0.0,0.005,0.039,0.11,0.015,0.0,0.349,0.278,,0.028999999999999998,0.13699999999999998,0.0,0.0,,0.48,0.0,23.7,0.02,0.0,0.06,0.0,0.0,0.0,1.11,0.1,0.03,,strawberry-og
,Purple Dream (South Lake Farms),"Flower, Inhalable",2016-11-22,,451,,,,,,0.0,0.002,0.0,0.0,0.002,0.01,0.0,0.018000000000000002,0.075,0.002,0.027999999999999997,0.045,0.33899999999999997,0.0,0.146,0.8740000000000001,,0.10300000000000001,0.045,0.0,0.0,,0.73,0.0,22.58,0.02,0.0,0.07,0.0,0.0,0.0,0.67,0.09,0.0,,purple-dream
,Chemdawg (Rising Sun),"Concentrate, Inhalable",2016-11-22,,451,,,,,,0.0,0.0,0.081,0.0,0.004,0.0,0.0,0.069,0.0,0.005,0.26,0.368,0.05,0.0,1.0090000000000001,0.207,,0.054000000000000006,0.214,0.0,0.0,,8.24,0.05,67.35,0.13,0.0,0.17,0.0,0.0,0.0,1.12,0.25,0.07,,chemdawg
,Gorilla Glue #4 (Rising Sun),"Concentrate, Inhalable",2016-11-22,,451,,,,,,0.0,0.008,0.196,0.0,0.01,0.0,0.0,0.085,0.0,0.013999999999999999,0.391,0.45799999999999996,0.027000000000000003,0.0,1.296,0.113,,0.034,0.152,0.0,0.0,,5.8,0.0,59.14,0.11,0.0,0.13,0.0,0.0,0.0,0.77,0.15,0.0,,gorilla-glue-4
,Blue Dream (Penny),"Flower, Inhalable",2016-11-22,,451,,,,,,0.0,0.006,0.006,0.0,0.0,0.006999999999999999,0.003,0.039,0.0,0.002,0.043,0.107,0.609,0.0,0.27399999999999997,1.429,,0.262,0.102,0.0,0.0,,1.9,0.01,19.15,0.01,0.0,0.08,0.0,0.0,0.0,0.02,0.03,0.03,,blue-dream
,Sour Diesel (Penny),"Flower, Inhalable",2016-11-22,,451,,,,,,0.0,0.005,0.012,0.0,0.0,0.0,0.0,0.021,0.0,0.004,0.078,0.159,0.021,0.0,0.485,0.177,,0.038,0.23600000000000002,0.0,0.0,,0.55,0.01,20.63,0.02,0.0,0.06,0.0,0.0,0.0,0.93,0.04,0.0,,sour-diesel
,Blue Knight by South Lake Farms,"Flower, Inhalable",2016-11-22,,451,,,,,,0.0,0.015,0.011000000000000001,0.0,0.0,0.0,0.0,0.14300000000000002,0.039,0.008,0.18100000000000002,0.10400000000000001,0.19899999999999998,0.0,0.342,0.03,,0.14800000000000002,0.46799999999999997,0.0,0.0,,0.63,0.02,17.87,0.04,0.0,0.06,0.0,0.0,0.05,0.07,0.03,0.0,,blue-knight-by-south-lake-farms
,Romulan 2 (0046),"Concentrate, Inhalable",2016-11-22,,375,,,,,,0.0,0.0,0.09300000000000001,0.006999999999999999,0.0,0.085,0.0,0.11599999999999999,0.01,0.0,0.132,0.365,0.187,0.0,1.016,0.33899999999999997,,0.09,0.19399999999999998,0.0,0.0,,55.37,0.0,10.48,0.53,1.3,0.12,0.15,0.0,0.0,0.38,0.97,0.82,,romulan-2
,Sour Tangie 2 (0051),"Concentrate, Inhalable",2016-11-22,,375,,,,,,0.0,0.016,0.083,0.006999999999999999,0.0,0.039,0.0,0.077,0.017,0.037000000000000005,0.20800000000000002,0.318,0.586,0.0,0.81,0.39799999999999996,,0.183,0.153,0.0,0.0,,56.67,0.0,5.78,0.4,0.74,0.06,0.12,0.0,0.0,0.18,0.78,0.7,,sour-tangie-2
,Space Queen 1 (0023),"Concentrate, Inhalable",2016-11-22,,375,,,,,,0.0,0.0,0.0,0.0,0.0,0.055999999999999994,0.0,0.0,0.0,0.0,0.201,0.10800000000000001,0.0,0.0,0.17,0.0,,0.0,0.0,0.0,0.0,,72.51,0.0,7.7,0.46,1.87,0.16,0.23,0.0,0.0,0.43,1.03,1.13,,space-queen-1
,Sour Diesel 2 (0056),"Concentrate, Inhalable",2016-11-22,,375,,,,,,0.006,0.019,0.11199999999999999,0.023,0.0,0.073,0.0,0.12300000000000001,0.021,0.055999999999999994,0.373,0.384,0.934,0.006999999999999999,0.899,0.39399999999999996,,0.336,0.084,0.008,0.0,,52.77,0.0,8.45,0.51,0.42,0.06,0.0,0.0,0.0,0.16,0.75,0.68,,sour-diesel-2
,STCR - 673,"Concentrate, Inhalable",2016-11-25,,64,,,,,,0.0,0.024,0.085,0.0,0.009000000000000001,0.0,0.0,0.21600000000000003,0.0,0.016,0.223,0.484,0.11599999999999999,0.0,1.431,0.521,,0.18,0.615,0.0,0.0,,5.1,0.1,70.71,0.09,0.0,0.18,0.0,0.0,0.0,1.6,0.34,0.06,,stcr-673
,PSCR - 675,"Concentrate, Inhalable",2016-11-25,,64,,,,,,0.0,0.021,0.09699999999999999,0.0,0.011000000000000001,0.006999999999999999,0.0,0.447,0.0,0.018000000000000002,0.302,0.409,0.08800000000000001,0.0,1.2209999999999999,0.27699999999999997,,0.147,0.585,0.0,0.0,,4.3,0.08,69.92,0.07,0.0,0.2,0.0,0.0,0.0,0.81,0.39,0.22,,pscr-675
,STCR - 676,"Concentrate, Inhalable",2016-11-25,,64,,,,,,0.0,0.028999999999999998,0.09300000000000001,0.0,0.013999999999999999,0.0,0.0,0.275,0.0,0.027999999999999997,0.262,0.604,0.10400000000000001,0.0,1.7519999999999998,0.8240000000000001,,0.21100000000000002,0.8490000000000001,0.0,0.0,,4.53,0.07,71.41,0.08,0.0,0.18,0.0,0.0,0.0,1.66,0.34,0.0,,stcr-676
,PSCR - 677,"Concentrate, Inhalable",2016-11-25,,64,,,,,,0.0,0.025,0.09699999999999999,0.0,0.01,0.0,0.0,0.17300000000000001,0.0,0.0,0.22,0.484,0.612,0.0,1.446,0.813,,0.287,0.526,0.0,0.0,,3.02,0.13,67.98,0.09,0.0,0.16,0.0,0.0,0.0,1.69,0.19,0.0,,pscr-677
,PSCR - 679,"Concentrate, Inhalable",2016-11-25,,64,,,,,,0.0,0.009000000000000001,0.157,0.0,0.016,0.0,0.0,0.39799999999999996,0.0,0.027999999999999997,0.528,0.84,0.098,0.0,2.6460000000000004,0.395,,0.16399999999999998,0.627,0.0,0.0,,4.12,0.08,70.55,0.13,0.0,0.16,0.0,0.0,0.0,0.56,0.12,0.11,,pscr-679
,PSCR - 681,"Concentrate, Inhalable",2016-11-25,,64,,,,,,0.0,0.027000000000000003,0.155,0.0,0.018000000000000002,0.013999999999999999,0.0,0.327,0.006,0.027000000000000003,0.41200000000000003,0.635,0.135,0.0,1.68,0.49200000000000005,,0.18,0.604,0.0,0.0,,3.55,0.13,72.16,0.06,0.0,0.16,0.0,0.0,0.0,0.99,0.3,0.05,,pscr-681
,PSCR - 682,"Concentrate, Inhalable",2016-11-25,,64,,,,,,0.0,0.03,0.10099999999999999,0.0,0.012,0.0,0.0,0.354,0.0,0.0,0.40399999999999997,0.6920000000000001,0.111,0.0,2.202,0.391,,0.18899999999999997,0.7559999999999999,0.0,0.0,,3.87,0.08,68.8,0.13,0.0,0.17,0.0,0.0,0.0,0.77,0.12,0.12,,pscr-682
,PSCR - 684,"Concentrate, Inhalable",2016-11-25,,64,,,,,,0.0,0.013000000000000001,0.14300000000000002,0.0,0.019,0.0,0.0,0.36,0.0,0.026000000000000002,0.354,0.725,0.073,0.0,2.1790000000000003,0.62,,0.161,0.654,0.0,0.0,,5.37,0.08,70.76,0.09,0.0,0.16,0.0,0.0,0.0,1.47,0.29,0.14,,pscr-684
,Long Valley Royal Kush x Purple Cheesle #2,"Flower, Inhalable",2016-11-25,,452,,,,,,0.0,0.005,0.004,0.0,0.003,0.084,0.0,0.09300000000000001,0.0,0.006,0.046,0.161,0.028999999999999998,0.0,0.551,0.09300000000000001,,0.053,0.38,0.0,0.0,,0.29,0.02,20.42,0.03,0.0,0.09,0.0,0.0,0.0,0.63,0.14,0.04,,long-valley-royal-kush-x-purple-cheesle-2
,Long Valley Royal Kush x Purple Cheesle #1,"Flower, Inhalable",2016-11-25,,452,,,,,,0.0,0.01,0.004,0.0,0.0,0.0,0.0,0.125,0.0,0.011000000000000001,0.036000000000000004,0.059000000000000004,0.043,0.0,0.18,0.33799999999999997,,0.07400000000000001,0.49200000000000005,0.0,0.0,,0.32,0.02,18.26,0.01,0.0,0.1,0.0,0.0,0.0,0.6,0.06,0.04,,long-valley-royal-kush-x-purple-cheesle-1
,Uber OG (19002),"Flower, Inhalable",2016-11-25,,162,,,,,,0.0,0.013999999999999999,0.011000000000000001,0.0,0.004,0.062,0.0,0.039,0.001,0.006,0.065,0.07400000000000001,0.05,0.0,0.21100000000000002,0.308,,0.08900000000000001,0.5429999999999999,0.0,0.0,,1.4,0.01,21.94,0.0,0.0,0.07,0.0,0.0,0.0,0.89,0.2,0.07,,uber-og
,Jedi OG (19003),"Flower, Inhalable",2016-11-25,,162,,,,,,0.0,0.013000000000000001,0.024,0.0,0.002,0.0,0.025,0.142,0.002,0.013000000000000001,0.069,0.31,0.052000000000000005,0.0,0.934,1.46,,0.099,0.643,0.0,0.0,,1.77,0.0,16.16,0.0,0.0,0.06,0.0,0.0,0.0,0.52,0.1,0.03,,jedi-og
,GSC (408),"Flower, Inhalable",2016-11-25,,162,,,,,,0.0,0.006,0.036000000000000004,0.0,0.0,0.0,0.0,0.098,0.0,0.0,0.113,0.40399999999999997,0.032,0.0,0.9570000000000001,0.065,,0.057,0.32299999999999995,0.0,0.0,,1.44,0.0,22.87,0.0,0.0,0.07,0.0,0.0,0.0,1.38,0.14,0.07,,gsc
,Green Crack (4505),"Flower, Inhalable",2016-11-25,,162,,,,,,0.0,0.008,0.023,0.0,0.001,0.0,0.0,0.079,0.34600000000000003,0.005,0.134,0.14300000000000002,0.17800000000000002,0.0,0.32299999999999995,0.9059999999999999,,0.10800000000000001,0.265,0.0,0.0,,2.9,0.0,14.36,0.03,0.0,0.07,0.0,0.0,0.0,1.56,0.2,0.11,,green-crack
,SFV OG (4506),"Flower, Inhalable",2016-11-25,,162,,,,,,0.0,0.011000000000000001,0.021,0.0,0.004,0.0,0.0,0.086,0.002,0.011000000000000001,0.075,0.217,0.039,0.0,0.6709999999999999,0.547,,0.076,0.41100000000000003,0.0,0.0,,1.88,0.01,22.49,0.0,0.0,0.07,0.0,0.0,0.0,1.6,0.19,0.04,,sfv-og
,Gorilla Glue (5804),"Flower, Inhalable",2016-11-25,,162,,,,,,0.0,0.004,0.025,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.245,0.307,0.018000000000000002,0.0,0.9590000000000001,0.086,,0.034,0.168,0.0,0.0,,0.86,0.03,25.76,0.0,0.0,0.08,0.0,0.0,0.0,1.2,0.08,0.0,,gorilla-glue
,Chocolue,"Concentrate, Inhalable",2016-11-28,,391,,,,,,0.0,0.03,0.098,0.0,0.006999999999999999,0.182,0.0,0.221,0.036000000000000004,0.048,0.14800000000000002,0.5710000000000001,0.18899999999999997,0.0,1.696,0.126,,0.20800000000000002,0.5589999999999999,0.0,0.0,,1.68,0.05,76.16,0.08,0.0,0.18,0.0,0.0,0.0,2.27,0.32,0.0,,chocolue
,Black to the Future,"Concentrate, Inhalable",2016-11-28,,391,,,,,,0.0,0.0,0.11900000000000001,0.0,0.0,0.016,0.0,0.253,0.04,0.122,0.157,0.7759999999999999,0.122,0.0,2.072,0.141,,0.145,0.44299999999999995,0.0,0.0,,1.84,0.0,68.45,0.06,0.0,0.16,0.0,0.0,0.0,2.5,0.29,0.0,,black-to-the-future
,Dream Queen,"Concentrate, Inhalable",2016-11-28,,391,,,,,,0.0,0.015,0.045,0.0,0.0,0.0,0.0,0.28,0.107,0.0,0.364,0.336,0.285,0.0,0.78,0.32899999999999996,,0.162,0.16699999999999998,0.0,0.0,,3.23,0.0,70.78,0.11,0.0,0.15,0.0,0.0,0.0,4.02,0.66,0.12,,dream-queen
,Blackberry Kush Shatter,"Concentrate, Inhalable",2016-11-28,,453,,,,,,0.0,0.025,0.048,0.013000000000000001,0.0,0.207,0.0,0.335,0.027000000000000003,0.0,0.162,0.27699999999999997,0.23199999999999998,0.0,0.9129999999999999,0.664,,0.231,0.8440000000000001,0.0,0.0,,2.32,0.08,74.69,0.09,0.0,0.23,0.0,0.0,0.0,1.12,0.09,0.0,,blackberry-kush-shatter
