strain,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content,ana360,psilabs,sclabs
connor-cannabis-company-purple-suicide,,,,,,0.0,0.013,0.01,0.0,0.0,0.003,0.017,0.157,0.162,0.008,0.13,0.084,0.6859999999999999,0.0,0.262,1.283,,0.224,0.233,0.0,0.0,,0.47,0.0,18.87,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.03,0.0,,0,0,1
connor-cannabis-company-timewreck,,,,,,0.036000000000000004,0.004,0.011,0.005,0.0,0.005,0.009000000000000001,0.019,0.166,0.892,0.032,0.069,0.064,0.025,0.239,0.256,,0.112,0.194,0.013,0.002,,0.42,0.0,18.05,0.0,0.0,0.04,0.0,0.0,0.0,1.73,0.07,0.0,,0,0,1
connor-cannabis-company-triple-double,,,,,,0.0,0.017,0.014,0.003,0.0,0.001,0.0,0.012,0.001,0.004,0.043,0.105,0.943,0.0,0.249,0.583,,0.415,0.252,0.0,0.0,,0.34,0.0,19.52,0.0,0.0,0.06,0.0,0.0,0.0,0.61,0.04,0.0,,0,0,1
conquest,,,,,,,,0.13,,,,,1.2266666666666668,,0.15666666666666668,,0.3033333333333333,0.0,,0.33,0.08666666666666667,,0.0,0.0,,,14.113333333333335,0.51,,,,,0.08333333333333333,0.10666666666666667,,,0.5299999999999999,,0.025,,3,0,0
conquest-shatter,,,,,,,,0.0,,,,,0.0,,0.0,,1.04,0.0,,1.49,0.52,,0.0,1.75,,,85.2,3.36,,,,,0.19,0.51,,,1.31,,0.11,,1,0,0
conspiracy-kush,,,0.0,0.0,,0.0,0.0,0.2675,0.0,0.0,0.03,0.0,0.7949999999999999,0.0,0.26166666666666666,0.03,0.515,0.37000000000000005,0.0,0.455,0.14916666666666664,0.0,0.01,0.49666666666666665,0.01,0.0,14.51923076923077,2.0607142857142855,,,0.12,0.12,0.10166666666666668,0.07888888888888891,,,0.51,0.49000000000000005,0.05444444444444444,9.0,13,1,0
contraxi-simia-holy-grail-og,,,,,,0.0,0.008,0.026,0.0,0.005,0.0,0.003,0.141,0.0,0.004,0.151,0.184,0.029,0.0,0.62,0.591,,0.064,0.306,0.0,0.0,,0.5,0.0,18.09,0.0,0.0,0.04,0.0,0.0,0.0,0.49,0.16,0.0,,0,0,1
control,,,,,,,,0.0,,,,,0.0,,0.0,,1.88,0.58,,1.35,0.0,,0.0,0.0,,,24.72,0.46,,,,,0.07,0.07,,,0.68,,0.03,,1,0,0
control-group,,,0.0,0.17,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,,11.0,,,0.18,0.18,,0.37,,,,2.11,0.33,80.0,0,1,0
control-group-the-purps,,,0.0,0.0,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.08,0.0,0.02,0.14,0.0,0.04,0.24,0.12,0.11,0.04,0.01,0.01,,15.6,,,0.17,0.21,,0.28,,,,1.17,0.35,13.0,0,1,0
control-group-the-purps-4-weeks-old,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,,2.6,,,0.03,0.0,,0.0,,,,0.65,0.24,77.0,0,1,0
conway-cbd,,,,,,,,0.0,,,,,0.0,,0.0,,1.54,1.77,,1.53,0.0,,0.0,0.0,,,57.63,18.71,,,,0.12,0.69,0.52,,,0.77,,1.33,,1,0,0
conway-grape,,,,,,,,0.0,,,,,0.0,,0.0,,1.2,0.0,,0.0,0.0,,0.0,0.0,,,28.66,0.69,,,,,0.09,0.19,,,0.54,,,,1,0,0
conway-kush,,,,,,,,0.0,,,,,0.0,,0.0,,0.99,0.71,,0.44,0.0,,0.0,0.0,,,29.02,0.91,,,,,,0.02,,,0.65,0.24,0.02,,1,0,0
conway-kush-aka-cantaloupe-island-kush,,,,,,,,0.66,,,,,1.44,,0.0,,1.25,0.0,,0.78,0.19,,0.0,0.0,,,17.43,0.51,,,,,0.17,0.12,,,0.35,,0.08,,1,0,0
conway-kush-wax,,,,,,,,2.83,,,,,4.56,,0.0,,4.47,4.19,,2.09,0.11,,0.0,2.99,,,54.93,1.52,,,,,0.53,0.83,,,1.88,,0.27,,1,0,0
cookie-bouquet-sg-hyb,,,,,,0.0,0.013,0.006,0.009000000000000001,0.0,0.0,0.0,0.243,0.003,0.006,0.09,0.243,0.042,0.0,0.531,0.056,,0.079,0.518,0.002,0.0,,0.88,0.0,22.51,0.0,0.0,0.06,0.0,0.0,0.0,1.43,0.08,0.0,,0,0,1
cookie-breath-lr,,,0.0,0.0,,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.03,0.03,0.43,0.16,0.0,0.83,0.51,0.0,0.08,0.9,0.0,0.0,,62.0,,,0.2,0.31,,0.54,,,,1.76,0.68,,0,1,0
cookie-bubble-hash,,,,,,,,1.32,,,,,5.7,,0.25,,4.89,2.52,,4.69,0.51,,0.0,0.0,,,51.36,0.52,,,,0.47,0.52,0.23,,,2.38,,0.19,,1,0,0
cookie-dough,,,,,,,,0.0,,,,,0.0,,0.0,,0.475,0.0,,0.33,0.0,,0.0,0.0,,,20.625,0.975,,,,,0.055,0.09,,,1.52,,0.025,,2,0,0
cookie-dream,,,,,,,,0.0,,,,,0.0,,0.0,,0.57,0.0,,1.24,0.0,,0.0,0.0,,,28.91,0.49,,,,,0.09,0.19,,,1.32,,0.03,,1,0,0
cookie-hybrid,,,,,,,,0.0,,,,,0.0,,0.0,,8.73,0.0,,2.97,1.96,,0.0,0.0,,,66.32,7.44,,,,,0.18,0.39,,,1.75,,0.31,,1,0,0
cookie-jar-1,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.16,0.04,0.0,0.36,0.23,0.0,0.0,0.29,0.0,0.0,,61.1,,,0.64,0.4,,0.45,,,,3.22,0.71,,0,1,0
cookie-kush,,,,,,0.0,0.015,0.005,0.0,0.0,0.0,0.0,0.399,0.0,0.008,0.001,0.046,0.054000000000000006,0.0,0.151,0.094,,0.101,0.469,0.0,0.0,,0.38,0.0,16.77,0.0,0.0,0.04,0.0,0.0,0.0,0.27,0.06,0.0,,0,0,1
cookie-kush-batch-test-1,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.05,0.05,0.0,0.14,0.45,0.07,0.02,0.01,0.0,0.0,,13.4,,,0.03,0.02,,0.0,,,,1.0,0.03,10.0,0,1,0
cookie-kush-batch-test-2,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.05,0.05,0.0,0.14,0.45,0.06,0.02,0.01,0.0,0.0,,15.7,,,0.04,0.03,,0.01,,,,0.96,0.05,11.0,0,1,0
cookie-kush-batch-test-3,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.04,0.05,0.05,0.0,0.13,0.53,0.09,0.02,0.01,0.0,0.0,,14.6,,,0.03,0.02,,0.0,,,,0.87,0.04,10.0,0,1,0
cookie-kush-batch-test-4,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.07,0.06,0.0,0.17,0.48,0.09,0.02,0.01,0.0,0.0,,15.8,,,0.03,0.03,,0.0,,,,1.53,0.04,11.0,0,1,0
cookie-kush-batch-test-5,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.05,0.07,0.07,0.0,0.19,0.65,0.09,0.03,0.02,0.0,0.0,,15.5,,,0.03,0.03,,0.0,,,,0.97,0.04,10.0,0,1,0
cookie-kush-live-rosin,,,,,,0.0,0.026,0.041,0.0,0.0,0.0,0.0,0.113,0.139,0.0,0.092,0.215,1.007,0.0,0.795,0.923,,0.373,0.435,0.0,0.0,,0.88,0.0,73.18,0.0,0.0,0.12,0.0,0.0,0.0,3.55,0.13,0.0,,0,0,1
cookie-kush-lr,,,0.0,0.17,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,,66.3,,,0.21,0.13,,0.0,,,,2.83,0.56,,0,1,0
cookie-mix-130,,,,,,,,0.0,,,,,0.0,,1.1,,1.09,2.12,,1.82,0.79,,0.0,0.0,,,84.74,2.87,,,,0.04,0.37,0.65,,,0.84,,0.11,,1,0,0
cookie-monster,,,,,,,,0.0,,,,,0.0,,0.0,,3.3600000000000003,0.365,,1.4000000000000001,0.22,,0.0,0.0,,,52.440000000000005,1.8599999999999999,,,,0.01,0.165,,,,1.775,,0.11,,2,0,0
cookie-monster-1,,,,,,,,,,,,,,,,,,,,,,,,,,,12.74,0.17,,,,,,,,,,0.03,,,1,0,0
cookie-monster-2,,,,,,,,,,,,,,,,,,,,,,,,,,,13.27,0.38,,,,,,,,,0.08,,,,1,0,0
cookie-monster-3,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75,0.71,,,,,,,,,,0.04,,,1,0,0
cookie-monster-crumble,,,,,,0.0,0.021,0.062,0.0,0.0,0.022,0.0,0.188,0.062,0.345,0.126,0.46,0.172,0.0,1.307,1.666,,0.211,1.05,0.0,0.0,,0.75,0.0,76.43,0.0,0.0,0.38,0.0,0.0,0.0,4.92,0.22,0.0,,0,0,1
cookie-monster-kush,,,,,,,,,,,,,,,,,,,,,,,,,,,19.76,1.4,,,,0.02,0.02,0.03,,,,0.06,,,1,0,0
cookie-monster-shatter,,,,,,,,0.0,,,,,0.0,,0.0,,1.53,0.69,,3.02,0.0,,0.0,0.0,,,79.75,4.05,,,,,0.24,0.44,,,3.78,,0.19,,1,0,0
cookie-n-cream,,,,,,,,0.0,,,,,0.0,,0.0,,0.86,0.08,,0.62,0.0,,0.0,0.0,,,19.28,0.5,,,,,0.04,0.07,,,0.95,0.26,0.02,,1,0,0
cookie-nova,,,,,,,,,,,,,,,,,,,,,,,,,,,15.11,1.38,,,,,,,,,0.27,,,,1,0,0
cookie-og,,,,,,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.031,0.181,0.044,0.0,0.4320000000000001,0.514,,0.08800000000000001,0.426,0.0,0.0,,0.27,0.0,19.7,0.0,0.0,0.05,0.0,0.0,0.0,0.65,0.13,0.0,,0,0,1
cookie-pie,,,,,,0.0,0.0055,0.0205,0.0,0.0,0.0005,0.002,0.08449999999999999,0.0,0.004,0.032,0.1645,0.026000000000000002,0.0,0.571,0.2,,0.04050000000000001,0.155,0.0,0.0,,0.94,0.0,19.8,0.0,0.0,0.060000000000000005,0.0,0.0,0.0,0.7150000000000001,0.060000000000000005,0.01,,0,0,2
cookie-starfighter-rx,,,,,,,,0.0,,,,,0.0,,0.0,,0.4,0.25,,0.42,0.09,,0.0,0.0,,,23.18,0.53,,,,,0.05,0.11,,,1.91,,,,1,0,0
cookie-wreck,,,,,,,,0.85,,,,,2.23,,0.0,,0.54,0.85,,0.98,0.05,,0.0,0.0,,,11.35,0.56,,,,,0.14,0.1,,,0.31,0.21,0.07,,1,0,0
