strain,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content,ana360,psilabs,sclabs
14-strain-mixed-bho-concentrate,,,,,,,,0.0,,,,,0.0,,0.0,,3.77,0.44,,0.86,0.34,,0.0,0.0,,,84.9,1.14,,,,,0.23,0.39,,,2.3,,,,1,0,0
14013001,,,,,,,,0.0,,,,,0.0,,0.0,,1.05,2.61,,2.12,0.0,,0.0,0.0,,,0.17,68.54,,,,0.31,,0.27,,,0.17,2.27,3.51,,1,0,0
14020101,,,,,,,,0.0,,,,,0.0,,0.0,,0.98,2.54,,1.99,0.0,,0.0,0.0,,,,69.13,,,,0.32,,0.31,,,0.17,1.9,3.68,,1,0,0
14020102,,,,,,,,0.0,,,,,0.0,,0.0,,1.59,2.66,,1.49,0.0,,0.0,0.0,,,,64.18,,,,0.3,,0.24,,,0.17,2.21,3.02,,1,0,0
14031,,,,,,,,0.7,,,,,0.0,,0.0,,0.5,0.71,,0.59,0.2,,0.0,0.0,,,13.81,0.62,,,,,0.14,0.08,,,0.75,,0.03,,1,0,0
14032,,,,,,,,0.74,,,,,0.0,,0.0,,0.7,0.86,,0.26,0.81,,0.0,0.0,,,11.94,0.98,,,,,0.14,0.04,,,0.13,,0.09,,1,0,0
14033,,,,,,,,0.62,,,,,0.0,,0.21,,1.23,0.74,,1.04,0.14,,0.0,0.0,,,12.7,0.56,,,,,0.14,0.07,,,0.18,,0.08,,1,0,0
14034,,,,,,,,0.59,,,,,2.8,,0.0,,0.0,0.0,,0.11,0.98,,0.0,0.0,,,12.87,0.47,,,,,0.15,0.1,,,0.95,,0.05,,1,0,0
14035,,,,,,,,0.13,,,,,3.98,,0.0,,0.0,0.72,,0.12,0.48,,0.0,0.0,,,4.14,0.67,,,,,6.49,0.31,,,0.26,,0.08,,1,0,0
14061,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,0.45,,,,,,,,,,,,,1,0,0
14062,,,,,,,,,,,,,,,,,,,,,,,,,,,11.85,0.25,,,,,,,,,,,,,1,0,0
14063,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13,0.59,,,,,9.76,,,,,0.31,,,1,0,0
1411-ace,,,,,,,,,,,,,,,,,,,,,,,,,,,16.72,0.71,,,,,0.06,0.17,,,,0.05,,,1,0,0
1411-lala,,,,,,,,,,,,,,,,,,,,,,,,,,,9.56,1.14,,,,0.66,14.75,0.6,,,,0.14,0.02,,1,0,0
1411-pk,,,,,,,,,,,,,,,,,,,,,,,,,,,18.74,0.84,,,,0.1,0.11,0.14,,,,,,,1,0,0
1411-q2,,,,,,,,,,,,,,,,,,,,,,,,,,,22.93,0.74,,,,0.11,0.11,0.15,,,,0.06,,,1,0,0
1411lalaqwet,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.15,,,,0.04,1.12,38.2,,,,1.6,2.06,,1,0,0
1411qlqwet-1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,74.14,,,,,,,,,,2.19,0.72,,1,0,0
1411qlqwet-2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,48.51,,,,0.37,,0.17,,,,1.35,0.48,,1,0,0
14800g,,,,,,,,0.36,,,,,4.47,,0.2,,0.87,0.7,,1.21,0.41,,0.0,1.73,,,3.09,0.24,,,,,9.2,0.29,,,0.45,0.11,0.1,,1,0,0
15-41,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.71,0.0,,0.0,0.0,,,0.67,16.75,,,,0.23,,33.8,,,,,2.32,,1,0,0
15-41-full-plant-extract,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.54,0.0,,0.0,0.0,,,,16.93,,,,0.23,0.39,33.63,,,,0.7,2.16,,1,0,0
15-43,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,7.75,,,,0.15,,46.3,,,,1.15,2.6,,1,0,0
15-45-precursor,,,,,,,,0.0,,,,,0.0,,0.0,,0.98,0.0,,0.49,0.0,,0.0,0.0,,,,18.93,,,,0.09,0.09,28.08,,,0.09,1.03,2.05,,1,0,0
15-53-deep-green,,,,,,,,0.0,,,,,0.0,,0.0,,1.26,0.2,,0.76,0.0,,0.0,0.0,,,,29.0,,,,0.23,0.14,36.74,,,0.14,1.77,3.14,,1,0,0
15-57-deep-green,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.13,,0.0,0.0,,0.0,0.0,,,0.12,26.17,,,,0.67,0.55,22.28,,,0.13,1.15,1.67,,1,0,0
15-now-later,,,,,,0.0,0.0,0.008,0.0,0.006999999999999999,0.004,0.0,0.054000000000000006,0.04,0.0,0.01,0.019,0.069,0.0,0.066,0.409,,0.024,0.066,0.0,0.0,,8.3,0.0,14.12,0.02,0.05,0.0,0.0,0.0,0.0,0.72,0.28,0.37,,0,0,1
15-quantum-kush-shatter,,,,,,,,0.67,,,,,11.22,,0.0,,1.52,0.0,,2.98,1.02,,0.0,1.59,,,57.86,3.58,,,,,0.61,0.28,,,0.63,,0.2,,1,0,0
1550-full-plant-extract,,,,,,,,0.0,,,,,0.0,,0.0,,0.94,0.0,,0.83,0.0,,0.0,0.0,,,,20.79,,,,0.32,0.07,22.45,,,,1.13,1.85,,1,0,0
15800b,,,,,,,,0.2,,,,,1.71,,0.79,,0.23,0.71,,0.72,0.08,,0.0,3.08,,,10.9,0.7,,,,,0.14,0.16,,,0.79,0.25,0.04,,1,0,0
16-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.17,,,,0.4,0.8,22.61,,,,1.65,1.44,,1,0,0
16-willy-wonka-de-waxed-shatter,,,,,,,,1.23,,,,,4.64,,0.0,,0.44,0.0,,2.51,0.57,,0.0,2.52,,,49.15,2.16,,,,,0.58,0.22,,,3.8,,0.2,,1,0,0
160-micron,,,,,,,,0.0,,,,,0.0,,0.0,,1.11,1.02,,0.78,0.0,,0.0,0.0,,,53.82,2.56,,,,0.05,0.24,0.29,,,0.51,,0.05,,1,0,0
16800w,,,,,,,,1.04,,,,,2.99,,0.04,,2.9,0.99,,0.45,0.12,,0.0,3.2,,,13.96,0.45,,,,,0.15,0.2,,,0.29,0.07,0.05,,1,0,0
17-pine-queen-dream-conspiracy-kush-wax,,,,,,,,0.88,,,,,4.36,,0.35,,1.41,2.06,,2.25,0.0,,0.0,0.0,,,54.45,2.52,,,,,0.57,0.17,,,0.7,,0.2,,1,0,0
17-rx,,,,,,,,,,,,,,,,,,,,,,,,,,,17.98,0.8,,,,0.15,0.11,,,,,,,,1,0,0
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.63,,,,,,0.01,,,,,1.78,,1,0,0
18,,,,,,,,0.24,,,,,2.41,,0.0,,0.1,0.0,,0.38,0.45,,0.0,0.0,,,11.51,2.18,,,,0.07,0.16,0.11,,,1.26,,0.26,,1,0,0
18-tahoe-pull-n-snap,,,,,,,,1.01,,,,,5.98,,0.0,,3.36,3.57,,0.87,0.12,,0.0,0.6,,,50.42,1.75,,,,,0.63,0.67,,,0.9,,0.38,,1,0,0
184-co2-cbd,,,,,,,,0.0,,,,,0.0,,0.0,,0.03,0.0,,0.0,0.0,,0.0,0.0,,,0.32,0.83,,,,0.15,0.06,25.09,,,0.11,,1.3,,1,0,0
184-rso,,,,,,,,0.0,,,,,0.0,,0.0,,1.57,0.09,,0.88,0.0,,0.0,0.0,,,1.72,57.93,,,,1.51,,1.04,,,,,1.97,,1,0,0
18800a,,,,,,,,0.96,,,,,1.39,,0.73,,0.8,0.0,,0.36,0.45,,0.0,4.09,,,12.8,0.52,,,,,0.14,0.1,,,0.21,0.29,0.03,,1,0,0
19,,,,,,,,2.32,,,,,5.78,,1.3,,0.48,2.45,,2.56,0.19,,0.0,10.78,,,49.27,1.21,,,,,0.44,0.64,,,3.91,0.31,0.28,,1,0,0
19-maui-wax,,,,,,,,0.59,,,,,4.91,,0.04,,0.0,2.2,,0.0,0.0,,0.0,0.0,,,51.0,5.81,,,,,0.55,0.3,,,0.32,,0.52,,1,0,0
1996-canatonic-resin-seeds,,,,,,,,,,,,,0.016,0.0,0.0,,0.095,0.146,,0.217,0.34,,0.054000000000000006,0.046,,,0.9,0.07,,,,0.03,9.79,0.53,,,,,,,1,0,0
1a,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.21,,,,,,0.04,,,,0.06,,,1,0,0
1a-c02-pure-kush-r0071,,,,,,,,,,,,,,,,,,,,,,,,,,,41.03,7.73,,,,0.5,,,,,0.01,0.11,,,1,0,0
1b,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,1.05,,,,0.11,0.18,,,,,0.28,0.07,,1,0,0
1cfp,,,,,,,,0.0,,,,,0.0,,4.42,,1.44,0.0,,9.63,4.84,,0.0,10.48,,,23.5,20.18,,,,0.18,0.21,0.78,,,1.29,,1.66,,1,0,0
1st-48,,,,,,,,0.0,,,,,0.0,,0.0,,0.34,0.32,,0.2,1.21,,0.0,0.0,,,23.02,0.91,,,,,0.06,0.1,,,0.44,0.49,0.02,,1,0,0
1st-clone,,,,,,,,0.12,,,,,2.01,,0.0,,0.73,0.0,,0.23,0.3,,0.0,0.0,,,5.24,0.36,,,,,0.11,0.11,,,0.19,0.06,0.05,,1,0,0
1st-generation-auto-pressed-wax,,,,,,,,2.05,,,,,10.58,,0.0,,0.0,0.0,,0.0,0.08,,0.0,0.0,,,30.39,15.11,,,,0.5,0.38,0.26,,,0.78,0.34,0.78,,1,0,0
1st-place-co2-high-alert,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,45.42,,,,0.03,,,,,,0.71,,,1,0,0
1st-place-indica-bho-fire-alien-kush,,,,,,,,,,,,,,,,,,,,,,,,,,,48.57,18.01,,,,,,,,,0.14,0.16,,,1,0,0
1st-place-rso-lemon-skunk,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,71.48,,,,,,8.38,,,,,0.17,,1,0,0
1st-place-sativa-bho-jack-herer,,,,,,,,,,,,,,,,,,,,,,,,,,,53.27,0.82,,,,,,,,,,0.29,,,1,0,0
1st-place-solventless-zombie-city-bubble-hash,,,,,,,,,,,,,,,,,,,,,,,,,,,62.47,,,,,,,,,,0.74,0.42,,,1,0,0
1st-rbx,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.05,0.0,0.09,0.0,0.0,0.0,0.04,0.17,0.0,0.1,1.81,0.12,0.06,0.12,0.0,0.0,,0.57,0.01,20.88,0.01,0.01,0.34,0.01,,,1.44,0.15,0.01,11.53,0,1,0
1st-run-4-hour,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,0.25,,,,0.04,0.13,0.11,,,,,,,1,0,0
1wfp,,,,,,,,0.0,,,,,0.91,,0.24,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,6.97,0.46,,,,,0.03,,,,0.45,,0.06,,1,0,0
1x-2a,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.38,0.88,,,,0.04,0.11,,,,,0.02,0.52,,1,0,0
1x-ac,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,4.5,0.34,,,,,5.66,0.19,,,0.09,,0.05,,1,0,0
1x-ac1,,,,,,,,0.0,,,,,0.0,,0.0,,0.06,0.0,,0.21,0.0,,0.0,0.0,,,4.69,0.53,,,,,6.44,0.24,,,0.09,,0.05,,1,0,0
1x-aca,,,,,,,,0.0,,,,,0.0,,0.0,,1.04,0.0,,0.0,0.23,,0.0,0.0,,,3.19,0.31,,,,,6.83,0.25,,,0.13,,0.06,,1,0,0
1x-ah,,,,,,,,0.0,,,,,0.0,,0.0,,0.9,0.0,,0.0,0.23,,0.0,0.0,,,2.5,0.41,,,,,6.86,0.49,,,0.12,,0.07,,1,0,0
1x-as,,,,,,,,0.0,,,,,0.0,,0.0,,0.86,0.0,,0.0,0.2,,0.0,0.0,,,0.52,0.07,,,,,12.79,0.55,,,0.2,,0.07,,1,0,0
2,0.0,0.0,0.085,0.0,,0.03666666666666667,0.03333333333333333,0.21928571428571428,0.0,0.0,0.0,0.016666666666666666,0.9678571428571427,0.0,0.04071428571428572,0.0,0.7528571428571428,0.40785714285714286,0.0,0.5750000000000001,0.27214285714285713,0.0,0.025714285714285714,0.7999999999999999,0.0033333333333333335,0.19333333333333333,17.21833333333333,5.710909090909091,0.01,14.78,0.05333333333333334,0.27875000000000005,0.5252941176470589,0.12499999999999999,,,0.6392307692307693,0.3944444444444445,0.2964285714285714,10.213333333333333,19,3,0
2-11,,,,,,,,0.0,,,,,0.0,,0.58,,0.0,0.09,,0.32,0.32,,0.0,0.0,,,15.28,1.25,,,,,0.03,0.14,,,0.9,,0.07,,1,0,0
2-6-19-15,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.16,,0.0,0.0,,,10.01,1.07,,,,0.04,,,,,0.39,,,,1,0,0
2-8415,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.65,0.28,,,,,,,,,,,,,1,0,0
2-aeroponics,,,,,,,,,,,,,,,,,,,,,,,,,,,20.52,0.52,,,,0.12,,0.13,,,,0.09,,,1,0,0
2-apogc,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.04,0.14,0.02,0.0,0.39,0.14,0.0,0.05,0.37,0.0,0.0,,18.2,,,0.21,0.22,,0.29,,,,0.66,0.21,13.0,0,1,0
2-clear,,,,,,,,0.0,,,,,0.0,,0.0,,1.96,0.0,,0.15,0.0,,0.0,7.54,,,0.24,70.57,0.36,,,3.58,,0.37,,,,2.38,2.48,,1,0,0
2-collector-2,,,,,,,,0.0,,,,,0.0,,0.86,,0.0,1.8,,0.0,0.27,,0.0,0.0,,,25.39,21.59,,,,0.31,0.16,0.36,,,0.27,,0.44,,1,0,0
2-dcd-200,,,,,,,,0.35,,,,,0.0,,0.0,,0.67,0.0,,0.09,0.0,,0.0,0.0,,,6.2,17.7,,,,0.09,0.03,0.15,,,0.18,0.35,0.19,,1,0,0
2-hq,,,,,,,,0.0,,,,,0.0,,0.0,,1.5,1.25,,1.93,1.13,,0.0,0.0,,,66.72,3.9,,,,,12.14,0.63,,,0.93,,0.17,,1,0,0
2-kings,,,,,,,,0.65,,,,,2.44,,0.0,,0.8,0.0,,0.97,0.49,,0.0,0.0,,,16.88,0.49,,,,,0.15,0.17,,,0.7,,0.04,,1,0,0
2-lavender,,,,,,,,0.63,,,,,3.89,,0.0,,0.15,0.76,,1.09,0.78,,0.0,0.0,,,13.31,0.48,,,,,0.14,0.14,,,1.19,,0.07,,1,0,0
2-post-run,,,,,,,,0.0,,,,,0.0,,0.0,,0.22,0.0,,0.0,0.0,,0.0,0.0,,,1.5,7.7,,,,0.1,,0.05,,,0.06,0.17,0.11,,1,0,0
2-sour-dream,,,,,,,,,,,,,,,,,,,,,,,,,,,29.99,36.57,,,,0.93,0.48,0.25,,,,0.76,0.59,,1,0,0
2-special-blend-66-2,,,,,,,,0.0,,,,,0.0,,0.0,,0.47,0.0,,1.68,0.0,,0.0,0.0,,,67.94,15.27,,,,0.15,0.16,0.47,,,2.49,0.46,0.25,,1,0,0
2-stage,,,,,,,,0.2,,,,,2.8,,0.0,,0.66,2.09,,2.02,0.0,,0.0,0.0,,,15.9,34.05,,,,0.13,0.51,0.28,,,2.23,1.48,1.45,,1,0,0
2-star-bubble-hash,,,,,,,,0.52,,,,,5.43,,0.0,,0.29,2.7,,2.12,0.0,,0.0,0.0,,,21.56,5.79,,,,0.22,0.47,0.12,,,0.64,0.52,0.62,,1,0,0
2-star-indica-bubble-hash,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,1.78,,0.0,0.19,,0.0,0.0,,,51.36,5.29,,,,0.05,0.28,0.19,,,0.44,,0.09,,1,0,0
20,,,,,,,,0.0,,,,,0.0,,0.0,,0.46,0.465,,0.08,0.0,,0.0,0.0,,,31.11,34.325,,,,0.35,0.14,26.075,,,0.73,1.96,1.7049999999999998,,2,0,0
20-banana-og-x-purple-trainwreck,,,,,,,,1.86,,,,,4.65,,0.26,,1.65,2.2,,0.5,0.0,,0.0,2.12,,,50.9,1.51,,,,,0.57,0.53,,,1.53,,0.23,,1,0,0
2001,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.26,,0.0,0.0,,,6.34,0.43,,,,,11.06,0.33,,,0.32,,0.03,,1,0,0
2004-x-2004-permafrost-from-clone,,,,,,,,0.0,,,,,0.0,,0.0,,0.76,0.0,,1.64,0.44,,0.0,0.0,,,22.75,0.89,,,,0.03,0.06,,,,0.86,,0.07,,1,0,0
2004-x-2004-permafrost-from-seed,,,,,,,,0.0,,,,,0.0,,0.0,,0.43,0.71,,0.7,0.09,,0.0,0.0,,,17.54,1.54,,,,0.03,0.05,,,,0.59,,0.11,,1,0,0
2004-x-2010-permafrost-from-seed,,,,,,,,0.0,,,,,0.0,,0.0,,0.56,0.55,,1.0,0.05,,0.0,0.0,,,22.96,0.63,,,,0.03,0.07,0.21,,,1.48,,0.05,,1,0,0
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,0.15,,,,,18.93,0.64,,,,0.09,0.05,,1,0,0
2010-blue-dream,,,,,,,,0.0,,,,,0.0,,0.0,,1.66,0.49,,0.04,0.96,,0.0,0.0,,,20.79,0.92,,,,0.02,0.08,0.18,,,0.26,,,,1,0,0
2010-f1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.12,,,,0.02,18.22,0.51,,,,0.07,0.07,,1,0,0
2010-f2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,0.1,,,,0.07,17.84,0.08,,,,,0.01,,1,0,0
2010-permafrost,,,,,,,,0.0,,,,,0.0,,0.0,,2.17,0.0,,0.07,0.0,,0.0,0.0,,,21.72,0.51,,,,,0.1,,,,2.56,0.3,,,1,0,0
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65,0.11,,,,,,,,,,,,,1,0,0
2014-rso,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,48.72,,,,3.37,,0.55,,,0.3,2.48,1.32,,1,0,0
20141208-brown-sugar-dutch-treat,,,,,,,,0.0,,,,,0.0,,0.0,,0.59,0.0,,2.15,1.08,,0.0,2.06,,,35.82,36.39,,,,0.09,0.14,0.52,,,1.27,4.52,0.57,,1,0,0
2015-05,,,,,,,,0.0,,,,,0.0,,0.58,,0.27,0.0,,1.04,0.07,,0.0,0.0,,,29.06,1.06,,,,,0.1,0.2,,,1.27,,0.04,,1,0,0
2015-rso,,,,,,,,0.0,,,,,0.0,,0.0,,2.34,0.0,,1.44,0.0,,0.0,0.0,,,,56.66,,,,0.28,,0.29,,,0.14,4.48,2.52,,1,0,0
204-co2-oil,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,1.54,0.0,,0.0,0.0,,,37.9,7.01,,,,0.12,14.42,1.86,,,1.13,0.63,0.45,,1,0,0
206-strawberry-cough,,,,,,,,0.0,,,,,0.0,,0.0,,3.46,0.0,,3.12,0.24,,0.0,0.0,,,78.55,3.55,,,,0.06,0.29,0.3,,,1.49,,0.16,,1,0,0
207-thin-mint,,,,,,,,0.0,,,,,0.0,,0.0,,2.45,4.64,,1.85,0.25,,0.0,0.0,,,73.55,4.35,,,,,0.21,0.57,,,0.3,,0.17,,1,0,0
208-sweet-pink-grapefruit,,,,,,,,0.0,,,,,0.0,,0.0,,1.63,1.94,,2.25,0.17,,0.0,0.0,,,76.48,3.05,,,,,0.23,0.47,,,0.33,,0.11,,1,0,0
209-strawberry-cough,,,,,,,,0.0,,,,,0.0,,0.0,,2.26,1.39,,3.38,0.2,,0.0,0.0,,,80.83,2.61,,,,,0.23,0.34,,,0.36,,0.07,,1,0,0
20oz-zip,,,,,,,,,,,,,,,,,,,,,,,,,,,16.86,0.22,,,,0.12,,,,,,,,,1,0,0
21-karma-black-spade-shatter,,,,,,,,0.52,,,,,0.0,,0.12,,0.38,2.34,,2.87,1.07,,0.0,3.06,,,50.94,3.84,,,,,0.61,0.56,,,1.14,,0.34,,1,0,0
210-lemon-kush,,,,,,,,0.0,,,,,0.0,,0.0,,2.67,0.0,,2.12,0.15,,0.0,0.0,,,74.8,3.11,,,,,2.42,0.55,,,1.32,,0.1,,1,0,0
211-ssh-x-harlequin,,,,,,,,0.0,,,,,0.0,,0.0,,1.43,0.17,,3.02,0.35,,0.0,0.0,,,58.24,3.1,,,,,20.56,1.21,,,1.01,,0.17,,1,0,0
212-co2-oil,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,1.88,0.0,,0.0,0.0,,,36.66,9.78,,,,0.16,7.5,1.21,,,0.93,0.59,0.66,,1,0,0
212-strawberry-cough,,,,,,,,0.0,,,,,0.0,,0.0,,2.95,0.0,,3.45,0.2,,0.0,0.0,,,75.06,5.17,,,,0.05,1.11,0.39,,,1.45,,0.16,,1,0,0
213-mixer,,,,,,,,0.0,,,,,0.0,,0.5,,2.08,0.58,,3.05,0.19,,0.0,0.0,,,76.24,5.0,,,,0.13,0.47,0.58,,,1.05,,0.15,,1,0,0
22,,,,,,,,0.27,,,,,7.07,,0.0,,0.18,0.74,,1.84,0.25,,0.0,0.0,,,7.91,0.47,,,,0.11,0.15,0.07,,,0.32,,0.11,,1,0,0
22-blue-thunder-shatter,,,,,,,,0.75,,,,,5.72,,0.0,,0.54,2.45,,2.33,0.64,,0.0,0.0,,,47.43,2.94,,,,,3.62,0.49,,,1.56,,0.26,,1,0,0
22-j2-t,,,,,,,,0.27,,,,,1.69,,0.0,,0.5,0.0,,0.17,0.58,,0.0,0.0,,,10.29,0.35,,,,,0.13,0.07,,,0.08,0.75,0.02,,1,0,0
22025,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,2.66,,,,0.04,3.23,5.2,,,,0.25,0.3,,1,0,0
22025t,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,13.01,,,,0.2,0.05,0.32,,,,0.27,0.3,,1,0,0
22040,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,2.75,,,,0.03,1.3,6.73,,,,0.31,0.35,,1,0,0
22040t,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,13.62,,,,0.24,0.06,0.24,,,,0.28,0.32,,1,0,0
23-super-lemon-og-shatter,,,,,,,,0.77,,,,,5.29,,0.0,,0.75,2.27,,6.42,0.0,,0.0,0.0,,,53.63,2.17,,,,,0.61,0.33,,,1.38,,0.25,,1,0,0
24,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16,1.46,0.02,,,0.12,0.11,,,,,,,,1,0,0
24-e-juice,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.71,6.23,,,,,,,,,,,0.04,,1,0,0
24-k-gold-10,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.02,0.14,0.06,0.0,0.36,0.08,0.0,0.11,0.45,0.0,0.0,,25.5,,,0.04,0.03,,0.02,,,,1.42,0.08,11.0,0,1,0
24-k-gold-14,,,0.0,0.0,,0.0,0.01,0.01,0.0,0.0,0.06,0.0,0.28,0.0,0.0,0.03,0.2,0.04,0.0,0.49,0.1,0.0,0.07,0.4,0.0,0.0,,22.9,,,0.12,0.02,,0.01,,,,0.98,0.08,11.0,0,1,0
24-k-gold-5,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.28,0.0,0.0,0.05,0.11,0.05,0.0,0.31,0.17,0.0,0.09,0.38,0.0,0.0,,26.2,,,0.23,0.03,,0.08,,,,1.37,0.08,12.0,0,1,0
24-karat,,,,,,0.0,0.009000000000000001,0.004,0.0,0.002,0.064,0.0,0.079,0.0,0.008,0.02,0.045,0.032,0.0,0.156,0.177,,0.061,0.382,0.0,0.0,,0.49,0.0,21.54,0.0,0.0,0.06,0.0,0.0,0.0,0.69,0.15,0.0,,0,0,1
24-karot,,,,,,0.0,0.006,0.006999999999999999,0.0,0.001,0.002,0.0,0.128,0.0,0.008,0.038,0.08900000000000001,0.025,0.0,0.29100000000000004,0.251,,0.047,0.281,0.0,0.0,,0.3,0.0,18.56,0.0,0.0,0.06,0.0,0.0,0.02,0.84,0.11,0.0,,0,0,1
24-pre-98-bubba-x-cinex,,,,,,,,0.64,,,,,5.21,,0.0,,2.96,3.35,,1.5,0.19,,0.0,0.0,,,50.68,2.8,,,,,0.79,,,,0.6,,0.37,,1,0,0
24k,,,,,,0.0,0.005666666666666667,0.01025,0.0,0.0006666666666666666,0.05733333333333334,0.0,0.05,0.0,0.0015,0.04133333333333333,0.20925000000000002,0.30225,0.0,0.27375000000000005,1.09275,,0.13924999999999998,0.14825,0.0,0.0,25.94,1.7249999999999999,0.013333333333333334,22.71666666666667,0.02666666666666667,0.0,0.07750000000000001,0.0375,0.0033333333333333335,0.0,1.0125000000000002,0.11,0.0175,,1,0,3
24k-gold,,,0.0,0.0,,0.0,0.006749999999999999,0.00125,0.0,0.00025,0.01,0.0,0.04674999999999999,0.00025,0.0017499999999999998,0.0275,0.04975,0.23075,0.0,0.165,1.1712500000000001,0.0,0.1275,0.22525,0.0,0.0,,10.7925,0.0,21.835,0.0675,0.0625,0.065,0.07500000000000001,0.0,0.0,0.685,0.505,0.1025,11.5,0,2,2
24k-gold-6-star,,,,,,,,0.0,,,,,0.0,,0.0,,3.11,2.25,,0.0,0.52,,0.0,0.0,,,81.11,1.16,,,,,0.23,0.67,,,1.35,,,,1,0,0
24k-gold-ff,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.06,0.0,0.0,0.02,0.0,0.24,0.0,0.07,0.8,0.0,0.11,0.15,0.0,0.0,,19.4,,,0.16,0.11,,0.13,,,,1.09,0.22,12.0,0,1,0
24k-gold-fmg,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.02,0.0,0.3,0.0,0.08,0.71,0.0,0.13,0.11,0.0,0.0,,15.6,,,0.18,0.18,,0.14,,,,0.73,0.25,12.0,0,1,0
24k-og-kush,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.05,0.225,0.0,0.14800000000000002,0.828,,0.115,0.113,0.0,0.0,,2.17,0.0,26.08,0.0,0.0,0.02,0.0,0.0,0.0,1.42,0.12,0.0,,0,0,1
25-blueberry-sour-og-honeycomb,,,,,,,,1.51,,,,,4.54,,0.0,,1.69,3.5,,2.44,0.0,,0.0,1.0,,,54.71,3.62,,,,,0.59,0.4,,,0.68,,0.35,,1,0,0
25-micron-girl-scout-cookie-bubble-hash,,,,,,,,,,,,,,,,,,,,,,,,,,,36.27,7.18,,,,1.17,,,,,,,,,1,0,0
25-micron-hash,,,,,,,,,,,,,,,,,,,,,,,,,,,42.81,1.82,,,,,,,,,0.52,0.1,,,1,0,0
25025,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,,,,0.06,0.17,7.53,,,,0.35,0.36,,1,0,0
